id,screen_name,created_at,retweeted,text
1398303621058416641,djkhaled,2021-05-28 15:42:17+00:00,False,ANOTHER ONE! @Doritos #teamDoritos #ad #IDIDIT https://t.co/AICmW7ELA8
1398292298346160134,djkhaled,2021-05-28 14:57:17+00:00,False,#IDIDIT
1398289200382976002,djkhaled,2021-05-28 14:44:58+00:00,False,#IDIDIT VIDEO 🎥OUT NOW  on @YOUTUBEMUSIC ! @djkhaled feat. @theestallion @@postmalone @lilbaby @dababy 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥… https://t.co/C9GgQwpIpI
1398287508509802499,djkhaled,2021-05-28 14:38:15+00:00,False,#IDIDIT VIDEO 🎥OUT NOW  on @YOUTUBEMUSIC ! @djkhaled feat. @theestallion @@postmalone @lilbaby @dababy 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥… https://t.co/AUvOY5ggu2
1398287389651517445,djkhaled,2021-05-28 14:37:47+00:00,False,#IDIDIT VIDEO 🎥OUT NOW  on @YOUTUBEMUSIC ! @djkhaled feat. @theestallion @@postmalone @lilbaby @dababy 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥… https://t.co/KuBEaPqbyI
1398286273232637952,djkhaled,2021-05-28 14:33:21+00:00,False,"RT @revolttv: The Megan Thee Stallion, DaBaby, Lil Baby, and Post Malone-assisted cut is taken from DJ Khaled's ‘KHALED KHALED.’ https://t.…"
1398285771237326856,djkhaled,2021-05-28 14:31:21+00:00,False,"RT @Fresh_HipHopRnB: . @DJKhaled has shared another video. This time for his single “I DID IT” featuring @PostMalone, @TheeStallion, @lilba…"
1398285416671940622,djkhaled,2021-05-28 14:29:56+00:00,False,"RT @RapUp: Watch @DJKhaled's ""I Did It"" video featuring Megan Thee Stallion, Lil Baby, DaBaby, &amp; Post Malone 🎥 https://t.co/S63rN9yFsW http…"
1398285389379641346,djkhaled,2021-05-28 14:29:50+00:00,False,"RT @sonymusicph: Repeat to self: 🔥 I DID IT 🔥 

@DaBabyDaBaby's bars slap on this one! And you'll love everyone else on it too: @PostMalone…"
1398285358320738304,djkhaled,2021-05-28 14:29:42+00:00,False,"RT @GRMDAILY: 🎬 @djkhaled, @theestallion, @lilbaby4PF &amp; @DaBabyDaBaby &amp; @PostMalone connect in clean ""Did It"" visuals

https://t.co/yBb6G4s…"
1398285266935242753,djkhaled,2021-05-28 14:29:21+00:00,False,"RT @TheUndefeated: We put a NBA twist to @djkhaled's newest video ""I Did it"" 

@lilbaby4PF 🤝 @JHarden13 https://t.co/jmCpVlpXhD"
1398142884956753922,djkhaled,2021-05-28 05:03:34+00:00,False,"RT @ESPNMusic: #IDIDIT @djkhaled x @ESPNNBA
the playoffs are here! 

https://t.co/C6h4yKDCoa"
1398142851708555269,djkhaled,2021-05-28 05:03:26+00:00,False,RT @bombusername: @theestallion understood the assignment on @djkhaled’s “I Did It” #IDidIt #KhaledKhaled https://t.co/PdWqvw3NGD
1398142766585155586,djkhaled,2021-05-28 05:03:06+00:00,False,RT @tevitauhatafe: Video premiere of @djkhaled “I DID IT!” 🔥🔥🔥🎶🎶🎶 #Livestream #IDIDIT https://t.co/mBE0mp8oBT
1398142688067735552,djkhaled,2021-05-28 05:02:47+00:00,False,RT @stallitoowild: OMG I DID IT MUSIC VIDEO COMING OUT TODAY! #IDIDIT https://t.co/TtgnguLGxq
1398142603045048320,djkhaled,2021-05-28 05:02:27+00:00,False,RT @luckyu925: MEGAN LOOK GOOD  #IDIDIT https://t.co/zMcI7xyYyO
1398139657045516288,djkhaled,2021-05-28 04:50:45+00:00,False,@dmx album out right now ! @therealswizzz let’s go ! Everyone sing along !!!!! 🔥🔥🔥🔥🔥🔥🔥🔥 https://t.co/ySBSeqlHa6
1398138346984165377,djkhaled,2021-05-28 04:45:32+00:00,False,RT @WigLady20: 🙌🏾😩
1398137437575168001,djkhaled,2021-05-28 04:41:55+00:00,False,"RT @RocNation: .@DMX 'EXODUS' featuring JAY-Z (@sc), @AliciaKeys, @MoneybaggYo, @TheLOX, @BennyBsf &amp; @WESTSIDEGUNN. Listen now: https://t.c…"
1398134506113179650,djkhaled,2021-05-28 04:30:16+00:00,False,#IDIDIT VIDEO 🎥OUT NOW  on @YOUTUBEMUSIC ! @djkhaled feat. @theestallion @@postmalone @lilbaby @dababy 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥… https://t.co/FUBqFNA5Ma
1398132990065192960,djkhaled,2021-05-28 04:24:15+00:00,False,#IDIDIT VIDEO 🎥OUT NOW  on @YOUTUBEMUSIC ! @djkhaled feat. @theestallion @@postmalone @lilbaby @dababy 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥… https://t.co/0wXT0O7KCt
1398131000920707074,djkhaled,2021-05-28 04:16:21+00:00,False,"RT @StalliGirlMae: 🔥🔥🔥🔥🔥@theestallion 

I Did it MV @djkhaled @theestallion @PostMalone @lilbaby4PF @DaBabyDaBaby 

https://t.co/C6V6h7Euq0…"
1398130192317571072,djkhaled,2021-05-28 04:13:08+00:00,False,"RT @HOT97: DMX released his 8th studio album, 'Exodus' w/ features from @thelox, @THEREALSWIZZZ, Jay-Z, @Nas, @usher, and many more! 

List…"
1398130178069614595,djkhaled,2021-05-28 04:13:05+00:00,False,"RT @RocNation: “I DID IT” - @djkhaled feat. @theestallion, @postmalone, @lilbaby4PF &amp; @DaBabyDaBaby https://t.co/sZBRbp1jBm https://t.co/yo…"
1398128078677811206,djkhaled,2021-05-28 04:04:44+00:00,False,"#IDIDIT VIDEO 🎥OUT NOW  on @YOUTUBEMUSIC ! @djkhaled feat. @theestallion @@postmalone @lilbaby @dababy

directed by… https://t.co/q4suyGFC7b"
1398122390547271683,djkhaled,2021-05-28 03:42:08+00:00,False,RT @youtubemusic: Ayo whattup! @djkhaled is talking about “Khaled Khaled” &amp; more on tonight’s all new #RELEASEDonYT! Leading up to the worl…
1398108099786035201,djkhaled,2021-05-28 02:45:21+00:00,False,"1 HOUR AWAY 👉🏽 #IDIDIT VIDEO 🎥 on @YOUTUBEMUSIC ! @djkhaled feat. @theestallion @lilbaby @dababy @postmalone 

dire… https://t.co/fD7jvlfDNx"
1398105023851253760,djkhaled,2021-05-28 02:33:07+00:00,False,"RT @iHeartRadio: Your R&amp;B Artist Of The Year is @HERMusicx 🏆

#iHeartAwards2021 https://t.co/tEfeCQKLjC"
1398103756223488006,djkhaled,2021-05-28 02:28:05+00:00,False,RT @ElliottWilson: 5.27.75 https://t.co/WXFyVaXbIB
1398103710367203328,djkhaled,2021-05-28 02:27:54+00:00,False,RT @BustaRhymes: IT’S TIME!!!!!! MIDNIGHT TONIGHT!!!! 👀👀👀👀👀 BRAND NEW @DMX MASTERPIECE!!!!!! CLASSIC ALBUM!!!!! #EXODUS 🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯❌❌❌…
1398091393164320772,djkhaled,2021-05-28 01:38:58+00:00,False,RT @Epic_Records: Congratulations to @djkhaled for his nominations for @betawards Best Collaboration &amp; Viewer’s Choice Award!! 🔑 https://t.…
1398083491535929346,djkhaled,2021-05-28 01:07:34+00:00,False,"RT @XXL: Khaled Khaled is the No. 1 album in the country 🏆 

https://t.co/eetsehMXrl"
1398083132574814213,djkhaled,2021-05-28 01:06:08+00:00,False,RT @HERMusicx: ✨ #iHeartAwards2021 https://t.co/gVIjv6R3GD
1397944524056506373,djkhaled,2021-05-27 15:55:21+00:00,False,KHALEDKHALED #IDIDIT VIDEO PREMIERE TONIGHT! 11:45PM ET  on @YOUTUBEMUSIC ! @djkhaled feat. @theestallion @… https://t.co/RBjhJxBMwK
1397940838349561861,djkhaled,2021-05-27 15:40:43+00:00,False,RT @HERMusicx: Excited for tonight!!! Don’t miss my performance at the @iHeartRadio Music Awards starting at 8/7c only on @foxtv! #iHeartAw…
1397918360076111873,djkhaled,2021-05-27 14:11:23+00:00,False,RT @THEREALSWIZZZ: Midnight we go crazyyyy !!!! EXODUS THE ALBUM by my brother @DMX !!! That’s my DOG feat LOX off the album !! Happy birth…
1397652423641083907,djkhaled,2021-05-26 20:34:39+00:00,False,#IDIDIT VIDEO PREMIERE THIS THURSDAY 11:45 PM ET  on @YOUTUBEMUSIC ! @djkhaled feat. @theestallion @@postmalone… https://t.co/5WGtTQwogp
